"Device: USB-2408-2AO"
"Serial Number: 1C3CD21"
"Channel Count: 1"
"Sample Count: 1311"
"Start Time: 1/25/2023 2:43:56.81 PM"
"Scan Rate: 50"
"Sample","Time (s)","CH1 (°C)"
"1136","22.72","21.380"
"1137","22.74","21.385"
"1138","22.76","21.388"
"1139","22.78","21.391"
"1140","22.80","21.398"
"1141","22.82","21.404"
"1142","22.84","21.397"
"1143","22.86","21.392"
"1144","22.88","21.390"
"1145","22.90","21.388"
"1146","22.92","21.380"
"1147","22.94","21.379"
"1148","22.96","21.372"
"1149","22.98","21.371"
"1150","23.00","21.366"
"1151","23.02","21.373"
"1152","23.04","21.376"
"1153","23.06","21.383"
"1154","23.08","21.386"
"1155","23.10","21.401"
"1156","23.12","21.401"
"1157","23.14","21.406"
"1158","23.16","21.393"
"1159","23.18","21.391"
"1160","23.20","21.389"
"1161","23.22","21.379"
"1162","23.24","21.379"
"1163","23.26","21.367"
"1164","23.28","21.368"
"1165","23.30","21.367"
"1166","23.32","21.372"
"1167","23.34","21.373"
"1168","23.36","21.371"
"1169","23.38","21.374"
"1170","23.40","21.382"
"1171","23.42","21.385"
"1172","23.44","21.395"
"1173","23.46","21.396"
"1174","23.48","21.391"
"1175","23.50","21.392"
"1176","23.52","21.394"
"1177","23.54","21.392"
"1178","23.56","21.379"
"1179","23.58","21.368"
"1180","23.60","21.369"
"1181","23.62","21.367"
"1182","23.64","21.358"
"1183","23.66","21.364"
"1184","23.68","21.366"
"1185","23.70","21.367"
"1186","23.72","21.370"
"1187","23.74","21.376"
"1188","23.76","21.385"
"1189","23.78","21.395"
"1190","23.80","21.392"
"1191","23.82","21.391"
"1192","23.84","21.390"
"1193","23.86","21.381"
"1194","23.88","21.379"
"1195","23.90","21.370"
"1196","23.92","21.362"
"1197","23.94","21.366"
"1198","23.96","21.365"
"1199","23.98","21.362"
"1200","24.00","21.366"
"1201","24.02","21.364"
"1202","24.04","21.372"
"1203","24.06","21.379"
"1204","24.08","21.382"
"1205","24.10","21.390"
"1206","24.12","21.389"
"1207","24.14","21.391"
"1208","24.16","21.384"
"1209","24.18","21.382"
"1210","24.20","21.373"
"1211","24.22","21.368"
"1212","24.24","21.369"
"1213","24.26","21.360"
"1214","24.28","21.359"
"1215","24.30","21.361"
"1216","24.32","21.356"
"1217","24.34","21.362"
"1218","24.36","21.365"
"1219","24.38","21.373"
"1220","24.40","21.380"
"1221","24.42","21.385"
"1222","24.44","21.385"
"1223","24.46","21.388"
"1224","24.48","21.381"
"1225","24.50","21.375"
"1226","24.52","21.381"
"1227","24.54","21.370"
"1228","24.56","21.365"
"1229","24.58","21.354"
"1230","24.60","21.356"
"1231","24.62","21.354"
"1232","24.64","21.358"
"1233","24.66","21.359"
"1234","24.68","21.366"
"1235","24.70","21.366"
"1236","24.72","21.366"
"1237","24.74","21.382"
"1238","24.76","21.391"
"1239","24.78","21.390"
"1240","24.80","21.389"
"1241","24.82","21.386"
"1242","24.84","21.380"
"1243","24.86","21.377"
"1244","24.88","21.365"
"1245","24.90","21.362"
"1246","24.92","21.368"
"1247","24.94","21.352"
"1248","24.96","21.359"
"1249","24.98","21.358"
"1250","25.00","21.361"
"1251","25.02","21.368"
"1252","25.04","21.378"
"1253","25.06","21.373"
"1254","25.08","21.381"
"1255","25.10","21.388"
"1256","25.12","21.387"
"1257","25.14","21.385"
"1258","25.16","21.390"
"1259","25.18","21.377"
"1260","25.20","21.369"
"1261","25.22","21.373"
"1262","25.24","21.365"
"1263","25.26","21.365"
"1264","25.28","21.360"
"1265","25.30","21.367"
"1266","25.32","21.361"
"1267","25.34","21.374"
"1268","25.36","21.375"
"1269","25.38","21.381"
"1270","25.40","21.378"
"1271","25.42","21.386"
"1272","25.44","21.400"
"1273","25.46","21.392"
"1274","25.48","21.388"
"1275","25.50","21.385"
"1276","25.52","21.388"
"1277","25.54","21.380"
"1278","25.56","21.380"
"1279","25.58","21.364"
"1280","25.60","21.364"
"1281","25.62","21.350"
"1282","25.64","21.364"
"1283","25.66","21.367"
"1284","25.68","21.374"
"1285","25.70","21.376"
"1286","25.72","21.388"
"1287","25.74","21.391"
"1288","25.76","21.402"
"1289","25.78","21.391"
"1290","25.80","21.389"
"1291","25.82","21.396"
"1292","25.84","21.392"
"1293","25.86","21.382"
"1294","25.88","21.374"
"1295","25.90","21.366"
"1296","25.92","21.371"
"1297","25.94","21.356"
"1298","25.96","21.369"
"1299","25.98","21.367"
"1300","26.00","21.372"
"1301","26.02","21.380"
"1302","26.04","21.387"
"1303","26.06","21.383"
"1304","26.08","21.398"
"1305","26.10","21.404"
"1306","26.12","21.401"
"1307","26.14","21.397"
"1308","26.16","21.392"
"1309","26.18","21.389"
"1310","26.20","21.382"
