Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 713
Start Time: 1/25/2023 2:29:49.72 PM
Scan Rate: 50
Sample,Time (s),CH1 (°C)
625,12.50,-0.176
626,12.52,-0.183
627,12.54,-0.176
628,12.56,-0.174
629,12.58,-0.171
630,12.60,-0.177
631,12.62,-0.188
632,12.64,-0.183
633,12.66,-0.178
634,12.68,-0.182
635,12.70,-0.180
636,12.72,-0.181
637,12.74,-0.200
638,12.76,-0.189
639,12.78,-0.173
640,12.80,-0.185
641,12.82,-0.182
642,12.84,-0.181
643,12.86,-0.176
644,12.88,-0.171
645,12.90,-0.166
646,12.92,-0.175
647,12.94,-0.181
648,12.96,-0.183
649,12.98,-0.169
650,13.00,-0.161
651,13.02,-0.168
652,13.04,-0.164
653,13.06,-0.159
654,13.08,-0.155
655,13.10,-0.150
656,13.12,-0.152
657,13.14,-0.158
658,13.16,-0.171
659,13.18,-0.171
660,13.20,-0.166
661,13.22,-0.165
662,13.24,-0.174
663,13.26,-0.174
664,13.28,-0.160
665,13.30,-0.152
666,13.32,-0.167
667,13.34,-0.175
668,13.36,-0.175
669,13.38,-0.142
670,13.40,-0.155
671,13.42,-0.171
672,13.44,-0.194
673,13.46,-0.168
674,13.48,-0.190
675,13.50,-0.179
676,13.52,-0.180
677,13.54,-0.177
678,13.56,-0.182
679,13.58,-0.184
680,13.60,-0.183
681,13.62,-0.191
682,13.64,-0.153
683,13.66,-0.158
684,13.68,-0.175
685,13.70,-0.177
686,13.72,-0.197
687,13.74,-0.192
688,13.76,-0.196
689,13.78,-0.182
690,13.80,-0.178
691,13.82,-0.188
692,13.84,-0.194
693,13.86,-0.195
694,13.88,-0.202
695,13.90,-0.194
696,13.92,-0.196
697,13.94,-0.172
698,13.96,-0.178
699,13.98,-0.154
700,14.00,-0.117
701,14.02,-0.060
702,14.04,-0.108
703,14.06,-0.114
704,14.08,-0.092
705,14.10,-0.060
706,14.12,-0.109
707,14.14,-0.130
708,14.16,-0.142
709,14.18,-0.163
710,14.20,-0.158
711,14.22,-0.156
712,14.24,-0.157
