Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 510
Start Time: 1/18/2023 3:24:03.0 PM
Scan Rate: 10
Sample,Time (s),CH2 (µV)
487,48.7,-211.187
488,48.8,-211.094
489,48.9,-211.401
490,49.0,-211.364
491,49.1,-211.317
492,49.2,-211.196
493,49.3,-211.354
494,49.4,-211.103
495,49.5,-211.112
496,49.6,-211.457
497,49.7,-211.149
498,49.8,-211.131
499,49.9,-211.289
500,50.0,-211.298
501,50.1,-211.401
502,50.2,-211.177
503,50.3,-211.336
504,50.4,-211.289
505,50.5,-211.084
506,50.6,-211.559
507,50.7,-211.550
508,50.8,-211.075
509,50.9,-211.559
