Device: USB-2408-2AO
Serial Number: 1C3CD21
Channel Count: 1
Sample Count: 1024
Start Time: 2/8/2023 2:55:35.84 PM
Scan Rate: 50
Sample,Time (s),CH2 (µV)
469,9.38,-223.788
470,9.40,-223.592
471,9.42,-223.555
472,9.44,-223.797
473,9.46,-223.862
474,9.48,-223.769
475,9.50,-224.011
476,9.52,-224.030
477,9.54,-223.890
478,9.56,-223.769
479,9.58,-223.815
480,9.60,-224.020
481,9.62,-223.862
482,9.64,-223.881
483,9.66,-223.815
484,9.68,-223.881
485,9.70,-224.086
486,9.72,-224.067
487,9.74,-224.272
488,9.76,-223.881
489,9.78,-224.356
490,9.80,-224.300
491,9.82,-224.216
492,9.84,-224.384
493,9.86,-224.272
494,9.88,-224.356
495,9.90,-224.635
496,9.92,-224.290
497,9.94,-224.179
498,9.96,-224.458
499,9.98,-224.309
500,10.00,-224.654
501,10.02,-224.225
502,10.04,-224.710
503,10.06,-224.560
504,10.08,-224.411
505,10.10,-224.514
506,10.12,-224.877
507,10.14,-224.458
508,10.16,-224.812
509,10.18,-224.756
510,10.20,-224.477
511,10.22,-224.719
512,10.24,-224.924
513,10.26,-224.663
514,10.28,-224.616
515,10.30,-224.756
516,10.32,-224.924
517,10.34,-224.635
518,10.36,-224.896
519,10.38,-224.831
520,10.40,-225.045
521,10.42,-224.877
522,10.44,-225.045
523,10.46,-224.728
524,10.48,-224.877
525,10.50,-225.026
526,10.52,-224.970
527,10.54,-224.980
528,10.56,-224.914
529,10.58,-224.439
530,10.60,-224.598
531,10.62,-224.793
532,10.64,-224.747
533,10.66,-224.970
534,10.68,-224.905
535,10.70,-225.073
536,10.72,-224.719
537,10.74,-225.203
538,10.76,-224.775
539,10.78,-224.877
540,10.80,-224.682
541,10.82,-224.737
542,10.84,-224.747
543,10.86,-224.710
544,10.88,-224.588
545,10.90,-224.877
546,10.92,-224.765
547,10.94,-224.747
548,10.96,-224.542
549,10.98,-224.849
550,11.00,-225.203
551,11.02,-224.886
552,11.04,-224.672
553,11.06,-224.719
554,11.08,-224.672
555,11.10,-224.635
556,11.12,-224.672
557,11.14,-224.430
558,11.16,-224.486
559,11.18,-224.533
560,11.20,-224.588
561,11.22,-224.421
562,11.24,-224.244
563,11.26,-224.523
564,11.28,-224.467
565,11.30,-224.663
566,11.32,-224.402
567,11.34,-224.188
568,11.36,-224.225
569,11.38,-224.225
570,11.40,-224.439
571,11.42,-224.160
572,11.44,-224.505
573,11.46,-224.384
574,11.48,-224.346
575,11.50,-224.467
576,11.52,-224.505
577,11.54,-224.467
578,11.56,-224.356
579,11.58,-224.197
580,11.60,-224.076
581,11.62,-224.216
582,11.64,-224.216
583,11.66,-224.188
584,11.68,-224.020
585,11.70,-224.086
586,11.72,-223.890
587,11.74,-224.104
588,11.76,-224.160
589,11.78,-224.104
590,11.80,-224.151
591,11.82,-224.188
592,11.84,-224.300
593,11.86,-224.216
594,11.88,-224.113
595,11.90,-224.076
596,11.92,-224.374
597,11.94,-224.505
598,11.96,-224.598
599,11.98,-224.337
600,12.00,-224.346
601,12.02,-224.328
602,12.04,-224.393
603,12.06,-224.169
604,12.08,-224.337
605,12.10,-224.458
606,12.12,-224.225
607,12.14,-223.983
608,12.16,-224.225
609,12.18,-224.402
610,12.20,-224.318
611,12.22,-224.225
612,12.24,-223.964
613,12.26,-224.113
614,12.28,-224.225
615,12.30,-224.244
616,12.32,-224.235
617,12.34,-224.132
618,12.36,-224.058
619,12.38,-223.955
620,12.40,-224.197
621,12.42,-224.002
622,12.44,-224.141
623,12.46,-224.281
624,12.48,-224.374
625,12.50,-224.272
626,12.52,-224.430
627,12.54,-224.346
628,12.56,-224.207
629,12.58,-224.188
630,12.60,-224.467
631,12.62,-224.169
632,12.64,-224.318
633,12.66,-224.328
634,12.68,-224.402
635,12.70,-224.337
636,12.72,-224.132
637,12.74,-224.290
638,12.76,-223.899
639,12.78,-224.262
640,12.80,-224.411
641,12.82,-224.067
642,12.84,-224.328
643,12.86,-224.132
644,12.88,-224.169
645,12.90,-224.141
646,12.92,-224.309
647,12.94,-224.197
648,12.96,-224.244
649,12.98,-224.290
650,13.00,-224.058
651,13.02,-224.011
652,13.04,-224.290
653,13.06,-224.309
654,13.08,-224.384
655,13.10,-224.384
656,13.12,-224.356
657,13.14,-224.421
658,13.16,-224.346
659,13.18,-224.551
660,13.20,-224.337
661,13.22,-224.523
662,13.24,-224.337
663,13.26,-224.849
664,13.28,-224.756
665,13.30,-224.691
666,13.32,-224.775
667,13.34,-224.672
668,13.36,-224.533
669,13.38,-224.560
670,13.40,-224.635
671,13.42,-224.812
672,13.44,-224.654
673,13.46,-224.719
674,13.48,-224.188
675,13.50,-224.477
676,13.52,-224.616
677,13.54,-224.328
678,13.56,-224.421
679,13.58,-224.402
680,13.60,-224.197
681,13.62,-224.439
682,13.64,-224.272
683,13.66,-224.514
684,13.68,-224.365
685,13.70,-224.318
686,13.72,-224.560
687,13.74,-224.486
688,13.76,-224.560
689,13.78,-224.467
690,13.80,-224.430
691,13.82,-224.663
692,13.84,-224.188
693,13.86,-224.505
694,13.88,-224.281
695,13.90,-224.486
696,13.92,-224.551
697,13.94,-224.793
698,13.96,-224.328
699,13.98,-224.775
700,14.00,-224.700
701,14.02,-224.560
702,14.04,-224.505
703,14.06,-224.831
704,14.08,-224.477
705,14.10,-224.598
706,14.12,-224.560
707,14.14,-224.728
708,14.16,-224.579
709,14.18,-224.831
710,14.20,-224.719
711,14.22,-224.737
712,14.24,-224.849
713,14.26,-224.998
714,14.28,-224.933
715,14.30,-224.970
716,14.32,-225.119
717,14.34,-225.045
718,14.36,-224.831
719,14.38,-225.250
720,14.40,-225.166
721,14.42,-225.101
722,14.44,-224.849
723,14.46,-224.924
724,14.48,-225.026
725,14.50,-225.054
726,14.52,-224.905
727,14.54,-225.026
728,14.56,-225.101
729,14.58,-225.063
730,14.60,-224.989
731,14.62,-225.259
732,14.64,-224.765
733,14.66,-225.129
734,14.68,-225.408
735,14.70,-225.408
